# clock	walking	resting	collected_food	energy
41	20	0	0	-653
42	20	0	0	-673
43	20	0	0	-693
44	20	0	0	-713
45	20	0	0	-733
46	20	0	0	-753
47	20	0	0	-773
48	20	0	0	-793
49	20	0	0	-813
50	20	0	0	-833
51	20	0	0	-853
52	20	0	0	-873
53	20	0	0	-893
54	20	0	0	-913
55	20	0	0	-933
56	20	0	0	-953
57	20	0	0	-973
58	20	0	0	-993
59	20	0	0	-1013
60	20	0	0	-1033
61	20	0	0	-1053
62	20	0	0	-1073
63	20	0	0	-1093
64	20	0	0	-1113
65	20	0	0	-1133
66	20	0	0	-1153
67	20	0	0	-1173
68	20	0	0	-1193
69	20	0	0	-1213
70	20	0	0	-1233
71	20	0	0	-1253
72	20	0	0	-1273
73	20	0	0	-1293
74	20	0	0	-1313
75	20	0	0	-1333
76	20	0	0	-1353
77	20	0	0	-1373
78	20	0	0	-1393
79	20	0	0	-1413
80	20	0	0	-1433
81	20	0	0	-1453
82	20	0	0	-1473
83	20	0	0	-1493
84	20	0	0	-1513
85	20	0	0	-1533
86	20	0	0	-1553
87	20	0	0	-1573
88	20	0	0	-1593
89	20	0	0	-1613
90	20	0	0	-1633
91	20	0	0	-1653
92	20	0	0	-1673
93	20	0	0	-1693
94	20	0	0	-1713
95	20	0	0	-1733
96	20	0	0	-1753
97	20	0	0	-1773
98	20	0	0	-1793
99	20	0	0	-1813
100	20	0	0	-1833
101	20	0	0	-1853
102	20	0	0	-1873
103	20	0	0	-1893
104	20	0	0	-1913
105	20	0	0	-1933
106	20	0	0	-1953
107	20	0	0	-1973
108	20	0	0	-1993
109	20	0	0	-2013
110	20	0	0	-2033
111	20	0	0	-2053
112	20	0	0	-2073
113	20	0	0	-2093
114	20	0	0	-2113
115	20	0	0	-2133
116	20	0	0	-2153
117	20	0	0	-2173
118	20	0	0	-2193
119	20	0	0	-2213
120	20	0	0	-2233
121	20	0	0	-2253
122	20	0	0	-2273
123	20	0	0	-2293
124	20	0	0	-2313
125	20	0	0	-2333
126	20	0	0	-2353
127	20	0	0	-2373
128	20	0	0	-2393
129	20	0	0	-2413
130	20	0	0	-2433
131	20	0	0	-2453
132	20	0	0	-2473
133	20	0	0	-2493
134	20	0	0	-2513
135	20	0	0	-2533
136	20	0	0	-2553
137	20	0	0	-2573
138	20	0	0	-2593
139	20	0	0	-2613
140	20	0	0	-2633
141	20	0	0	-2653
142	20	0	0	-2673
143	20	0	0	-2693
144	20	0	0	-2713
145	20	0	0	-2733
146	20	0	0	-2753
147	20	0	1	-1773
148	20	0	1	-1793
149	20	0	1	-1813
150	20	0	1	-1833
151	20	0	1	-1853
152	20	0	1	-1873
153	20	0	1	-1893
154	20	0	1	-1913
155	20	0	1	-1933
156	20	0	1	-1953
157	20	0	1	-1973
158	20	0	1	-1993
159	20	0	1	-2013
160	20	0	1	-2033
161	20	0	1	-2053
162	20	0	1	-2073
163	20	0	1	-2093
164	20	0	1	-2113
165	20	0	1	-2133
166	20	0	1	-2153
167	20	0	1	-2173
168	20	0	1	-2193
169	20	0	1	-2213
170	20	0	1	-2233
171	20	0	1	-2253
172	20	0	1	-2273
173	20	0	1	-2293
174	20	0	1	-2313
175	20	0	1	-2333
176	20	0	1	-2353
177	20	0	1	-2373
178	20	0	1	-2393
179	20	0	1	-2413
180	20	0	1	-2433
181	20	0	1	-2453
182	20	0	1	-2473
183	20	0	1	-2493
184	20	0	1	-2513
185	20	0	1	-2533
186	20	0	1	-2553
187	20	0	1	-2573
188	20	0	1	-2593
189	20	0	1	-2613
190	20	0	1	-2633
191	20	0	1	-2653
192	20	0	1	-2673
193	20	0	1	-2693
194	20	0	1	-2713
195	20	0	1	-2733
196	20	0	1	-2753
197	20	0	1	-2773
198	20	0	1	-2793
199	20	0	1	-2813
200	20	0	1	-2833
201	20	0	1	-2853
202	20	0	1	-2873
203	20	0	1	-2893
204	20	0	1	-2913
205	20	0	1	-2933
206	19	1	1	-2952
207	19	1	1	-2971
208	19	1	1	-2990
209	19	1	1	-3009
210	19	1	1	-3028
211	19	1	1	-3047
212	19	1	1	-3066
213	19	1	1	-3085
214	19	1	1	-3104
215	19	1	1	-3123
216	19	1	1	-3142
217	19	1	1	-3161
218	19	1	1	-3180
219	19	1	1	-3199
220	19	1	1	-3218
221	19	1	1	-3237
222	19	1	1	-3256
223	19	1	1	-3275
224	19	1	1	-3294
225	19	1	1	-3313
226	19	1	1	-3332
227	19	1	1	-3351
228	19	1	1	-3370
229	19	1	1	-3389
230	19	1	1	-3408
231	19	1	1	-3427
232	19	1	1	-3446
233	19	1	1	-3465
234	19	1	1	-3484
235	19	1	1	-3503
236	19	1	1	-3522
237	19	1	2	-2541
238	19	1	2	-2560
239	19	1	2	-2579
240	19	1	2	-2598
241	19	1	2	-2617
242	19	1	2	-2636
243	19	1	2	-2655
244	19	1	3	-1674
245	19	1	3	-1693
246	19	1	3	-1712
247	19	1	3	-1731
248	19	1	3	-1750
249	19	1	3	-1769
250	19	1	3	-1788
251	19	1	3	-1807
252	19	1	3	-1826
253	19	1	3	-1845
254	19	1	3	-1864
255	19	1	3	-1883
256	19	1	3	-1902
257	19	1	3	-1921
258	19	1	3	-1940
259	19	1	3	-1959
260	19	1	3	-1978
261	19	1	4	-997
262	19	1	4	-1016
263	19	1	4	-1035
264	19	1	4	-1054
265	19	1	4	-1073
266	19	1	4	-1092
267	19	1	4	-1111
268	19	1	4	-1130
269	19	1	4	-1149
270	19	1	4	-1168
271	19	1	4	-1187
272	19	1	4	-1206
273	19	1	4	-1225
274	19	1	4	-1244
275	19	1	4	-1263
276	19	1	4	-1282
277	19	1	4	-1301
278	19	1	4	-1320
279	19	1	4	-1339
280	19	1	4	-1358
281	19	1	4	-1377
282	19	1	4	-1396
283	19	1	4	-1415
284	19	1	4	-1434
285	19	1	4	-1453
286	19	1	4	-1472
287	19	1	4	-1491
288	19	1	4	-1510
289	19	1	4	-1529
290	19	1	5	-548
291	19	1	5	-567
292	19	1	5	-586
293	19	1	5	-605
294	19	1	5	-624
295	19	1	5	-643
296	19	1	5	-662
297	19	1	5	-681
298	19	1	5	-700
299	19	1	5	-719
300	19	1	5	-738
301	18	2	5	-756
302	17	3	5	-773
303	17	3	5	-790
304	17	3	5	-807
305	17	3	5	-824
306	17	3	5	-841
307	17	3	5	-858
308	17	3	5	-875
309	17	3	5	-892
310	17	3	5	-909
311	17	3	5	-926
312	17	3	5	-943
313	17	3	5	-960
314	17	3	5	-977
315	17	3	5	-994
316	17	3	5	-1011
317	17	3	5	-1028
318	17	3	5	-1045
319	16	4	5	-1061
320	16	4	5	-1077
321	16	4	5	-1093
322	16	4	5	-1109
323	16	4	5	-1125
324	16	4	5	-1141
325	16	4	5	-1157
326	16	4	5	-1173
327	16	4	5	-1189
328	16	4	5	-1205
329	16	4	5	-1221
330	16	4	5	-1237
331	16	4	5	-1253
332	17	3	5	-1270
333	17	3	5	-1287
334	17	3	5	-1304
335	17	3	5	-1321
336	17	3	5	-1338
337	17	3	5	-1355
338	17	3	5	-1372
339	17	3	5	-1389
340	17	3	5	-1406
341	17	3	5	-1423
342	17	3	5	-1440
343	17	3	5	-1457
344	17	3	5	-1474
345	17	3	5	-1491
346	17	3	5	-1508
347	17	3	5	-1525
348	16	4	5	-1541
349	16	4	5	-1557
350	16	4	5	-1573
351	16	4	5	-1589
352	16	4	5	-1605
353	16	4	5	-1621
354	16	4	5	-1637
355	16	4	5	-1653
356	16	4	5	-1669
357	17	3	5	-1686
358	17	3	5	-1703
359	17	3	5	-1720
360	17	3	5	-1737
361	17	3	5	-1754
362	17	3	5	-1771
363	17	3	5	-1788
364	17	3	5	-1805
365	17	3	5	-1822
366	17	3	5	-1839
367	17	3	5	-1856
368	17	3	5	-1873
369	17	3	5	-1890
370	17	3	5	-1907
371	17	3	5	-1924
372	17	3	5	-1941
373	17	3	5	-1958
374	17	3	5	-1975
375	17	3	5	-1992
376	17	3	5	-2009
377	17	3	5	-2026
378	17	3	5	-2043
379	17	3	5	-2060
380	17	3	5	-2077
381	17	3	5	-2094
382	17	3	5	-2111
383	17	3	5	-2128
384	17	3	5	-2145
385	18	2	5	-2163
386	18	2	5	-2181
387	18	2	5	-2199
388	18	2	5	-2217
389	18	2	5	-2235
390	18	2	5	-2253
391	18	2	5	-2271
392	18	2	5	-2289
393	18	2	5	-2307
394	18	2	5	-2325
395	18	2	5	-2343
396	18	2	5	-2361
397	18	2	5	-2379
398	18	2	5	-2397
399	18	2	5	-2415
400	19	1	5	-2434
401	19	1	5	-2453
402	19	1	5	-2472
403	19	1	5	-2491
404	19	1	5	-2510
405	19	1	5	-2529
406	19	1	5	-2548
407	19	1	5	-2567
408	19	1	5	-2586
409	19	1	5	-2605
410	19	1	5	-2624
411	19	1	5	-2643
412	19	1	5	-2662
413	19	1	5	-2681
414	19	1	5	-2700
415	19	1	5	-2719
416	19	1	5	-2738
417	19	1	5	-2757
418	19	1	5	-2776
419	19	1	5	-2795
420	20	0	5	-2815
421	20	0	5	-2835
422	20	0	5	-2855
423	20	0	5	-2875
424	20	0	5	-2895
425	20	0	5	-2915
426	20	0	5	-2935
427	20	0	5	-2955
428	20	0	5	-2975
429	20	0	5	-2995
430	20	0	6	-2015
431	20	0	6	-2035
432	20	0	6	-2055
433	20	0	7	-1075
434	20	0	7	-1095
435	20	0	7	-1115
436	20	0	8	-135
437	20	0	8	-155
438	20	0	8	-175
439	20	0	8	-195
440	20	0	8	-215
441	20	0	8	-235
442	20	0	8	-255
443	20	0	8	-275
444	20	0	8	-295
445	20	0	8	-315
446	20	0	8	-335
447	20	0	8	-355
448	20	0	8	-375
449	20	0	8	-395
450	20	0	8	-415
451	20	0	8	-435
452	20	0	8	-455
453	20	0	8	-475
454	20	0	8	-495
455	20	0	8	-515
456	20	0	8	-535
457	20	0	8	-555
458	20	0	8	-575
459	20	0	8	-595
460	20	0	8	-615
461	20	0	8	-635
462	20	0	8	-655
463	20	0	8	-675
464	20	0	8	-695
465	20	0	9	285
466	20	0	9	265
467	20	0	9	245
468	20	0	9	225
469	20	0	9	205
470	20	0	9	185
471	20	0	9	165
472	20	0	9	145
473	20	0	9	125
474	20	0	9	105
475	20	0	9	85
476	20	0	9	65
477	20	0	9	45
478	20	0	9	25
479	20	0	9	5
480	20	0	9	-15
481	20	0	9	-35
482	20	0	9	-55
483	20	0	9	-75
484	20	0	9	-95
485	20	0	9	-115
486	20	0	9	-135
487	20	0	9	-155
488	19	1	9	-174
489	19	1	9	-193
490	19	1	9	-212
491	19	1	10	769
492	18	2	10	751
493	17	3	10	734
494	17	3	10	717
495	17	3	10	700
496	17	3	10	683
497	17	3	10	666
498	17	3	10	649
499	17	3	10	632
500	17	3	10	615
501	17	3	10	598
502	17	3	10	581
503	17	3	10	564
504	17	3	10	547
505	17	3	10	530
506	17	3	10	513
507	17	3	10	496
508	17	3	10	479
509	17	3	10	462
510	17	3	10	445
511	17	3	10	428
512	17	3	10	411
513	17	3	10	394
514	17	3	10	377
515	17	3	10	360
516	17	3	10	343
517	17	3	10	326
518	17	3	10	309
519	17	3	10	292
520	17	3	10	275
521	17	3	10	258
522	17	3	10	241
523	17	3	10	224
524	17	3	10	207
525	16	4	10	191
526	16	4	10	175
527	16	4	10	159
528	16	4	10	143
529	16	4	10	127
530	16	4	10	111
531	16	4	10	95
532	16	4	10	79
533	16	4	10	63
534	16	4	10	47
535	16	4	10	31
536	16	4	10	15
537	16	4	10	-1
538	16	4	10	-17
539	16	4	10	-33
540	16	4	10	-49
541	16	4	10	-65
542	16	4	10	-81
543	16	4	10	-97
544	16	4	10	-113
545	16	4	10	-129
546	16	4	10	-145
547	15	5	10	-160
548	15	5	10	-175
549	15	5	10	-190
550	15	5	10	-205
551	15	5	10	-220
552	15	5	10	-235
553	15	5	10	-250
554	15	5	10	-265
555	15	5	10	-280
556	15	5	10	-295
557	15	5	10	-310
558	15	5	10	-325
559	15	5	10	-340
560	15	5	10	-355
561	15	5	10	-370
562	15	5	10	-385
563	15	5	10	-400
564	15	5	10	-415
565	15	5	10	-430
566	15	5	10	-445
567	15	5	10	-460
568	15	5	10	-475
